,ga_productName,ga_transactionId,ga_itemQuantity,ga_itemRevenue,ga_uniquePurchases,ga_revenuePerItem,ga_itemsPerPurchase,ga_productRefundAmount,ga_buyToDetailRate,ga_cartToDetailRate
0,Khóa học DE,122,1.0,8000000.0,1.0,8000000.0,1.0,0.0,0.0,0.0
